DOR Code,Municipality,Year,Single Family Values,Single Family Parcels,Average Single Family Value ,Single Family Tax Bill*,Rank**
210,North Andover,2013,2972126200.00 ,6217.00 ,478064.00 ,6559.00 ,51
210,North Andover,2014,2917407000.00 ,6239.00 ,467608.00 ,6738.00 ,50
210,North Andover,2015,2979381000.00 ,6258.00 ,476092.00 ,6851.00 ,52
210,North Andover,2016,3063256900.00 ,6274.00 ,488246.00 ,6967.00 ,57
210,North Andover,2017,3209655100.00 ,6287.00 ,510523.00 ,7290.00 ,
211,North Attleborough,2009,2386439700.00 ,6698.00 ,356291.00 ,3499.00 ,174
211,North Attleborough,2010,2291008600.00 ,6710.00 ,341432.00 ,3565.00 ,180
211,North Attleborough,2011,2136357600.00 ,6731.00 ,317391.00 ,3720.00 ,178
211,North Attleborough,2012,2148935400.00 ,6747.00 ,318502.00 ,3895.00 ,174
211,North Attleborough,2013,2146892000.00 ,6759.00 ,317635.00 ,4059.00 ,173
211,North Attleborough,2014,2153816200.00 ,6778.00 ,317766.00 ,4207.00 ,172
211,North Attleborough,2015,2287846900.00 ,6808.00 ,336053.00 ,4416.00 ,170
211,North Attleborough,2016,2367132600.00 ,6821.00 ,347036.00 ,4588.00 ,168
211,North Attleborough,2017,2443612400.00 ,6836.00 ,357462.00 ,4726.00 ,
212,North Brookfield,2009,308725700.00 ,1283.00 ,240628.00 ,2599.00 ,291
212,North Brookfield,2010,272839500.00 ,1293.00 ,211013.00 ,2650.00 ,298
212,North Brookfield,2011,273876800.00 ,1295.00 ,211488.00 ,2868.00 ,277
212,North Brookfield,2012,274855800.00 ,1300.00 ,211428.00 ,2854.00 ,294
212,North Brookfield,2013,264284300.00 ,1298.00 ,203609.00 ,3003.00 ,280
212,North Brookfield,2014,264647600.00 ,1302.00 ,203262.00 ,3098.00 ,284
212,North Brookfield,2015,265828200.00 ,1301.00 ,204326.00 ,3185.00 ,285
212,North Brookfield,2016,262017100.00 ,1307.00 ,200472.00 ,3244.00 ,292
212,North Brookfield,2017,264785600.00 ,1314.00 ,201511.00 ,3331.00 ,
213,North Reading,2009,2048744000.00 ,4179.00 ,490247.00 ,5903.00 ,48
213,North Reading,2010,1868829500.00 ,4190.00 ,446021.00 ,6008.00 ,48
213,North Reading,2011,1877728400.00 ,4194.00 ,447718.00 ,6268.00 ,48
213,North Reading,2012,1893715800.00 ,4207.00 ,450134.00 ,6473.00 ,48
213,North Reading,2013,1908377300.00 ,4218.00 ,452437.00 ,7257.00 ,42
213,North Reading,2014,1921565200.00 ,4228.00 ,454486.00 ,7467.00 ,41
213,North Reading,2015,2047004700.00 ,4241.00 ,482670.00 ,8022.00 ,38
213,North Reading,2016,2136840600.00 ,4255.00 ,502195.00 ,8241.00 ,38
213,North Reading,2017,2261094900.00 ,4258.00 ,531023.00 ,8565.00 ,
214,Northampton,2009,1688802440.00 ,5517.00 ,306109.00 ,3514.00 ,172
214,Northampton,2010,1671216880.00 ,5531.00 ,302155.00 ,3819.00 ,159
214,Northampton,2011,1681240680.00 ,5540.00 ,303473.00 ,3933.00 ,163
214,Northampton,2012,1690761300.00 ,5554.00 ,304422.00 ,4064.00 ,160
214,Northampton,2013,1655195300.00 ,5567.00 ,297323.00 ,4240.00 ,158
214,Northampton,2014,1666874000.00 ,5581.00 ,298669.00 ,4597.00 ,140
214,Northampton,2015,1688142400.00 ,5607.00 ,301078.00 ,4757.00 ,147
214,Northampton,2016,1695156660.00 ,5631.00 ,301040.00 ,4865.00 ,148
214,Northampton,2017,1712591660.00 ,5639.00 ,303705.00 ,5069.00 ,
215,Northborough,2009,1679332500.00 ,4002.00 ,419623.00 ,5774.00 ,52
215,Northborough,2010,1669159700.00 ,4006.00 ,416665.00 ,5992.00 ,49
215,Northborough,2011,1583648800.00 ,4007.00 ,395221.00 ,5972.00 ,53
215,Northborough,2012,1581989200.00 ,4008.00 ,394708.00 ,6114.00 ,55
215,Northborough,2013,1536502300.00 ,4005.00 ,383646.00 ,6181.00 ,59
215,Northborough,2014,1506142900.00 ,4014.00 ,375222.00 ,6225.00 ,63
215,Northborough,2015,1558995700.00 ,4022.00 ,387617.00 ,6485.00 ,63
215,Northborough,2016,1608609300.00 ,4032.00 ,398961.00 ,6850.00 ,63
215,Northborough,2017,1649717300.00 ,4042.00 ,408144.00 ,7098.00 ,
216,Northbridge,2009,1010056800.00 ,3308.00 ,305338.00 ,3072.00 ,238
216,Northbridge,2010,959735100.00 ,3326.00 ,288555.00 ,3001.00 ,254
216,Northbridge,2011,905111800.00 ,3338.00 ,271154.00 ,3173.00 ,246
216,Northbridge,2012,886803700.00 ,3351.00 ,264639.00 ,3390.00 ,234
216,Northbridge,2013,882313800.00 ,3369.00 ,261892.00 ,3234.00 ,253
216,Northbridge,2014,901577100.00 ,3399.00 ,265248.00 ,3517.00 ,240
216,Northbridge,2015,909703800.00 ,3414.00 ,266463.00 ,3565.00 ,243
216,Northbridge,2016,923029300.00 ,3437.00 ,268557.00 ,3693.00 ,242
216,Northbridge,2017,985235700.00 ,3464.00 ,284421.00 ,3848.00 ,
217,Northfield,2009,231411400.00 ,1066.00 ,217084.00 ,2961.00 ,249
217,Northfield,2010,232026900.00 ,1071.00 ,216645.00 ,3014.00 ,251
217,Northfield,2011,232643100.00 ,1066.00 ,218239.00 ,2994.00 ,263
217,Northfield,2012,232520400.00 ,1065.00 ,218329.00 ,3078.00 ,262
217,Northfield,2013,219758300.00 ,1067.00 ,205959.00 ,3098.00 ,268
217,Northfield,2014,220903500.00 ,1068.00 ,206838.00 ,3204.00 ,271
217,Northfield,2015,221731400.00 ,1067.00 ,207808.00 ,3460.00 ,251
217,Northfield,2016,219706400.00 ,1069.00 ,205525.00 ,3266.00 ,289
217,Northfield,2017,220764300.00 ,1069.00 ,206515.00 ,3397.00 ,
218,Norton,2009,1426421930.00 ,4359.00 ,327236.00 ,3570.00 ,168
218,Norton,2010,1400451160.00 ,4370.00 ,320469.00 ,3711.00 ,171
218,Norton,2011,1321629960.00 ,4372.00 ,302294.00 ,3833.00 ,171
218,Norton,2012,1277072770.00 ,4373.00 ,292036.00 ,3954.00 ,172
218,Norton,2013,1231725050.00 ,4376.00 ,281473.00 ,4200.00 ,160
218,Norton,2014,1236483060.00 ,4378.00 ,282431.00 ,4341.00 ,162
218,Norton,2015,1307036420.00 ,4389.00 ,297798.00 ,4583.00 ,157
218,Norton,2016,1336673720.00 ,4395.00 ,304135.00 ,4748.00 ,158
218,Norton,2017,1431591220.00 ,4416.00 ,324183.00 ,4983.00 ,
219,Norwell,2009,1992190400.00 ,3274.00 ,608488.00 ,7150.00 ,30
219,Norwell,2010,1869210400.00 ,3280.00 ,569881.00 ,7266.00 ,32
219,Norwell,2011,1751332400.00 ,3282.00 ,533617.00 ,7401.00 ,33
219,Norwell,2012,1783892600.00 ,3293.00 ,541723.00 ,7714.00 ,34
219,Norwell,2013,1763245900.00 ,3300.00 ,534317.00 ,8603.00 ,23
219,Norwell,2014,1786252700.00 ,3316.00 ,538677.00 ,8818.00 ,25
219,Norwell,2015,1861638400.00 ,3345.00 ,556544.00 ,9183.00 ,26
219,Norwell,2016,1937507000.00 ,3367.00 ,575440.00 ,9495.00 ,26
219,Norwell,2017,2025683200.00 ,3387.00 ,598076.00 ,9838.00 ,
220,Norwood,2009,2240982300.00 ,5801.00 ,386310.00 ,3268.00 ,204
220,Norwood,2010,2143883600.00 ,5812.00 ,368872.00 ,3442.00 ,197
220,Norwood,2011,2110003800.00 ,5819.00 ,362606.00 ,3662.00 ,182
220,Norwood,2012,2124006700.00 ,5818.00 ,365075.00 ,3862.00 ,178
220,Norwood,2013,2127873500.00 ,5824.00 ,365363.00 ,4034.00 ,176
220,Norwood,2014,2117111700.00 ,5830.00 ,363141.00 ,4205.00 ,174
220,Norwood,2015,2228831200.00 ,5842.00 ,381519.00 ,4376.00 ,173
220,Norwood,2016,2334748200.00 ,5843.00 ,399580.00 ,4443.00 ,177
220,Norwood,2017,2441122800.00 ,5843.00 ,417786.00 ,4658.00 ,
221,Oak Bluffs,2009,2136708700.00 ,3276.00 ,652231.00 ,3939.00 ,140
221,Oak Bluffs,2010,2108463140.00 ,3290.00 ,640870.00 ,4037.00 ,142
221,Oak Bluffs,2011,1930771040.00 ,3296.00 ,585792.00 ,4118.00 ,147
221,Oak Bluffs,2012,1904992840.00 ,3294.00 ,578322.00 ,4274.00 ,149
221,Oak Bluffs,2013,1854527540.00 ,3303.00 ,561468.00 ,4329.00 ,150
221,Oak Bluffs,2014,1876595040.00 ,3310.00 ,566947.00 ,4428.00 ,154
221,Oak Bluffs,2015,1891782140.00 ,3323.00 ,569299.00 ,4532.00 ,160
221,Oak Bluffs,2016,1987895100.00 ,3331.00 ,596786.00 ,4840.00 ,150
221,Oak Bluffs,2017,2110645700.00 ,3340.00 ,631930.00 ,5150.00 ,
222,Oakham,2009,183817400.00 ,641.00 ,286767.00 ,2472.00 ,304
222,Oakham,2010,169178100.00 ,645.00 ,262292.00 ,2707.00 ,289
222,Oakham,2011,165557700.00 ,646.00 ,256281.00 ,2799.00 ,288
222,Oakham,2012,166316500.00 ,650.00 ,255872.00 ,2902.00 ,286
222,Oakham,2013,160576500.00 ,649.00 ,247421.00 ,3063.00 ,271
222,Oakham,2014,157255400.00 ,651.00 ,241560.00 ,3131.00 ,280
222,Oakham,2015,157043100.00 ,653.00 ,240495.00 ,3290.00 ,275
222,Oakham,2016,157223000.00 ,651.00 ,241510.00 ,3357.00 ,278
222,Oakham,2017,156479700.00 ,649.00 ,241109.00 ,3436.00 ,
223,Orange,2009,367822900.00 ,2063.00 ,178295.00 ,2289.00 ,312
223,Orange,2010,340387700.00 ,2067.00 ,164677.00 ,2284.00 ,315
223,Orange,2011,327695300.00 ,2070.00 ,158307.00 ,2625.00 ,306
223,Orange,2012,313656700.00 ,2067.00 ,151745.00 ,2684.00 ,305
223,Orange,2013,305973400.00 ,2069.00 ,147885.00 ,2780.00 ,305
223,Orange,2014,294335400.00 ,2073.00 ,141985.00 ,2803.00 ,308
223,Orange,2015,286967800.00 ,2079.00 ,138032.00 ,2867.00 ,311
223,Orange,2016,286457000.00 ,2078.00 ,137852.00 ,2991.00 ,309
223,Orange,2017,304207100.00 ,2083.00 ,146043.00 ,3100.00 ,
224,Orleans,2009,2884896290.00 ,3725.00 ,774469.00 ,3779.00 ,153
224,Orleans,2010,2796677720.00 ,3720.00 ,751795.00 ,3872.00 ,157
224,Orleans,2011,2657083500.00 ,3727.00 ,712928.00 ,3971.00 ,156
224,Orleans,2012,2664442500.00 ,3732.00 ,713945.00 ,4219.00 ,151
224,Orleans,2013,2632148600.00 ,3740.00 ,703783.00 ,4293.00 ,154
224,Orleans,2014,2665263000.00 ,3747.00 ,711306.00 ,4410.00 ,157
224,Orleans,2015,2695323000.00 ,3763.00 ,716270.00 ,4598.00 ,153
224,Orleans,2016,2800962400.00 ,3783.00 ,740408.00 ,4783.00 ,156
224,Orleans,2017,2875871330.00 ,3793.00 ,758205.00 ,4799.00 ,
225,Otis,2009,477843200.00 ,1512.00 ,316034.00 ,2019.00 ,322
225,Otis,2010,485060600.00 ,1518.00 ,319539.00 ,2023.00 ,325
225,Otis,2011,493914000.00 ,1518.00 ,325372.00 ,2154.00 ,325
225,Otis,2012,497564500.00 ,1519.00 ,327561.00 ,2221.00 ,327
225,Otis,2013,482737900.00 ,1523.00 ,316965.00 ,2273.00 ,327
225,Otis,2014,484864600.00 ,1526.00 ,317736.00 ,2319.00 ,327
225,Otis,2015,487506900.00 ,1525.00 ,319677.00 ,2407.00 ,327
225,Otis,2016,483997800.00 ,1525.00 ,317376.00 ,2491.00 ,325
225,Otis,2017,485918400.00 ,1526.00 ,318426.00 ,2573.00 ,
226,Oxford,2009,955939700.00 ,3623.00 ,263853.00 ,2839.00 ,263
226,Oxford,2010,858478800.00 ,3630.00 ,236496.00 ,2909.00 ,265
226,Oxford,2011,828676000.00 ,3638.00 ,227783.00 ,2979.00 ,264
226,Oxford,2012,805476000.00 ,3643.00 ,221102.00 ,3071.00 ,263
226,Oxford,2013,803663300.00 ,3650.00 ,220182.00 ,3182.00 ,256
226,Oxford,2014,807520200.00 ,3656.00 ,220875.00 ,3313.00 ,254
226,Oxford,2015,790385600.00 ,3664.00 ,215717.00 ,3406.00 ,256
226,Oxford,2016,794881300.00 ,3675.00 ,216294.00 ,3662.00 ,246
226,Oxford,2017,798214200.00 ,3683.00 ,216729.00 ,3652.00 ,
227,Palmer,2009,624748000.00 ,3146.00 ,198585.00 ,2790.00 ,268
227,Palmer,2010,600121300.00 ,3176.00 ,188955.00 ,2836.00 ,271
227,Palmer,2011,587017000.00 ,3182.00 ,184481.00 ,2924.00 ,270
227,Palmer,2012,589962700.00 ,3183.00 ,185348.00 ,2893.00 ,288
227,Palmer,2013,573386800.00 ,3196.00 ,179408.00 ,2994.00 ,283
227,Palmer,2014,552622300.00 ,3201.00 ,172641.00 ,3118.00 ,281
227,Palmer,2015,554583400.00 ,3202.00 ,173199.00 ,3348.00 ,262
227,Palmer,2016,556257400.00 ,3204.00 ,173613.00 ,3467.00 ,265
227,Palmer,2017,561372300.00 ,3181.00 ,176477.00 ,3542.00 ,
228,Paxton,2009,482373000.00 ,1503.00 ,320940.00 ,4256.00 ,114
228,Paxton,2010,452225600.00 ,1501.00 ,301283.00 ,4911.00 ,88
228,Paxton,2011,426861200.00 ,1505.00 ,283629.00 ,4830.00 ,98
228,Paxton,2012,410613800.00 ,1507.00 ,272471.00 ,4948.00 ,98
228,Paxton,2013,405404100.00 ,1516.00 ,267417.00 ,5140.00 ,98
228,Paxton,2014,380469700.00 ,1500.00 ,253646.00 ,5202.00 ,103
228,Paxton,2015,390210700.00 ,1505.00 ,259276.00 ,5390.00 ,105
228,Paxton,2016,407063800.00 ,1506.00 ,270295.00 ,5565.00 ,106
228,Paxton,2017,432890800.00 ,1513.00 ,286114.00 ,5834.00 ,
229,Peabody,2009,3639483400.00 ,10834.00 ,335932.00 ,3124.00 ,230
229,Peabody,2010,3380282600.00 ,10843.00 ,311748.00 ,3273.00 ,222
229,Peabody,2011,3257597900.00 ,10848.00 ,300295.00 ,3477.00 ,204
229,Peabody,2012,3262365200.00 ,10853.00 ,300596.00 ,3553.00 ,215
229,Peabody,2013,3330977000.00 ,10845.00 ,307144.00 ,3680.00 ,211
229,Peabody,2014,3313879700.00 ,10858.00 ,305202.00 ,3785.00 ,211
229,Peabody,2015,3496284400.00 ,10861.00 ,321912.00 ,3960.00 ,207
229,Peabody,2016,3730833800.00 ,10877.00 ,343002.00 ,4089.00 ,211
229,Peabody,2017,3925835600.00 ,10908.00 ,359904.00 ,4232.00 ,
230,Pelham,2009,149008400.00 ,466.00 ,319761.00 ,5775.00 ,51
230,Pelham,2010,149924800.00 ,466.00 ,321727.00 ,5900.00 ,53
230,Pelham,2011,149909000.00 ,467.00 ,321004.00 ,5842.00 ,58
230,Pelham,2012,141182300.00 ,466.00 ,302966.00 ,5950.00 ,60
230,Pelham,2013,141284600.00 ,468.00 ,301890.00 ,6047.00 ,64
230,Pelham,2014,141315800.00 ,466.00 ,303253.00 ,6186.00 ,65
230,Pelham,2015,143381100.00 ,468.00 ,306370.00 ,6369.00 ,68
230,Pelham,2016,144386200.00 ,471.00 ,306552.00 ,6502.00 ,74
230,Pelham,2017,143872700.00 ,471.00 ,305462.00 ,6415.00 ,
231,Pembroke,2009,1877574530.00 ,5161.00 ,363801.00 ,4238.00 ,115
231,Pembroke,2010,1718885100.00 ,5159.00 ,333182.00 ,4295.00 ,122
231,Pembroke,2011,1683131230.00 ,5167.00 ,325746.00 ,4388.00 ,122
231,Pembroke,2012,1687995680.00 ,5168.00 ,326625.00 ,4543.00 ,126
231,Pembroke,2013,1677138100.00 ,5181.00 ,323709.00 ,4597.00 ,129
231,Pembroke,2014,1684718540.00 ,5217.00 ,322929.00 ,4744.00 ,129
231,Pembroke,2015,1743181480.00 ,5228.00 ,333432.00 ,4915.00 ,134
231,Pembroke,2016,1811392410.00 ,5241.00 ,345620.00 ,5274.00 ,124
231,Pembroke,2017,1877618000.00 ,5231.00 ,358941.00 ,5420.00 ,
232,Pepperell,2009,992562980.00 ,3027.00 ,327903.00 ,3564.00 ,170
232,Pepperell,2010,912347140.00 ,3030.00 ,301105.00 ,3788.00 ,163
232,Pepperell,2011,904157140.00 ,3046.00 ,296834.00 ,3897.00 ,166
232,Pepperell,2012,902880540.00 ,3067.00 ,294386.00 ,4001.00 ,165
232,Pepperell,2013,872682380.00 ,3078.00 ,283523.00 ,4190.00 ,161
232,Pepperell,2014,842415980.00 ,3095.00 ,272186.00 ,4317.00 ,166
232,Pepperell,2015,862751075.00 ,3097.00 ,278576.00 ,4443.00 ,166
232,Pepperell,2016,868634090.00 ,3096.00 ,280567.00 ,4638.00 ,165
232,Pepperell,2017,936772060.00 ,3105.00 ,301698.00 ,4794.00 ,
233,Peru,2009,60245700.00 ,338.00 ,178242.00 ,2583.00 ,293
233,Peru,2010,60036800.00 ,338.00 ,177624.00 ,2723.00 ,287
233,Peru,2011,64110900.00 ,340.00 ,188561.00 ,2842.00 ,283
233,Peru,2012,61987100.00 ,344.00 ,180195.00 ,2775.00 ,298
233,Peru,2013,62012400.00 ,344.00 ,180269.00 ,2938.00 ,296
233,Peru,2014,62707000.00 ,345.00 ,181759.00 ,3137.00 ,279
233,Peru,2015,61948900.00 ,345.00 ,179562.00 ,3297.00 ,272
233,Peru,2016,62143900.00 ,345.00 ,180127.00 ,3630.00 ,247
233,Peru,2017,64882300.00 ,343.00 ,189161.00 ,3325.00 ,
234,Petersham,2009,123371600.00 ,465.00 ,265315.00 ,3285.00 ,201
234,Petersham,2010,120704600.00 ,461.00 ,261832.00 ,3482.00 ,189
234,Petersham,2011,116600600.00 ,465.00 ,250754.00 ,3553.00 ,195
234,Petersham,2012,110492200.00 ,468.00 ,236094.00 ,3662.00 ,196
234,Petersham,2013,109720000.00 ,467.00 ,234946.00 ,3801.00 ,194
234,Petersham,2014,109662700.00 ,467.00 ,234824.00 ,3741.00 ,215
234,Petersham,2015,110605500.00 ,468.00 ,236337.00 ,4015.00 ,203
234,Petersham,2016,112252400.00 ,470.00 ,238835.00 ,3922.00 ,226
234,Petersham,2017,102866400.00 ,432.00 ,238117.00 ,3855.00 ,
235,Phillipston,2009,169372000.00 ,749.00 ,226131.00 ,2571.00 ,295
235,Phillipston,2010,163006600.00 ,747.00 ,218215.00 ,2723.00 ,286
235,Phillipston,2011,155526900.00 ,748.00 ,207924.00 ,2842.00 ,282
235,Phillipston,2012,146337700.00 ,750.00 ,195117.00 ,2853.00 ,295
235,Phillipston,2013,146249100.00 ,753.00 ,194222.00 ,3022.00 ,275
235,Phillipston,2014,146933800.00 ,755.00 ,194614.00 ,3170.00 ,274
235,Phillipston,2015,147650800.00 ,755.00 ,195564.00 ,3070.00 ,298
235,Phillipston,2016,147312200.00 ,753.00 ,195634.00 ,3304.00 ,283
235,Phillipston,2017,147981600.00 ,740.00 ,199975.00 ,3336.00 ,
236,Pittsfield,2009,2122632300.00 ,11250.00 ,188678.00 ,2579.00 ,294
236,Pittsfield,2010,2112406200.00 ,11265.00 ,187519.00 ,2663.00 ,294
236,Pittsfield,2011,2073921800.00 ,11273.00 ,183972.00 ,2795.00 ,289
236,Pittsfield,2012,2005705500.00 ,11306.00 ,177402.00 ,2858.00 ,293
236,Pittsfield,2013,2009187000.00 ,11316.00 ,177553.00 ,2965.00 ,291
236,Pittsfield,2014,2013018670.00 ,11324.00 ,177766.00 ,3049.00 ,295
236,Pittsfield,2015,1994463170.00 ,11328.00 ,176065.00 ,3180.00 ,286
236,Pittsfield,2016,1996727170.00 ,11330.00 ,176234.00 ,3306.00 ,282
236,Pittsfield,2017,1997198000.00 ,11340.00 ,176120.00 ,3457.00 ,
237,Plainfield,2009,50797000.00 ,246.00 ,206492.00 ,2850.00 ,260
237,Plainfield,2010,49684000.00 ,247.00 ,201150.00 ,2925.00 ,264
237,Plainfield,2011,52371100.00 ,248.00 ,211174.00 ,3132.00 ,248
237,Plainfield,2012,41823800.00 ,246.00 ,170015.00 ,2972.00 ,276
237,Plainfield,2013,40565200.00 ,246.00 ,164899.00 ,3061.00 ,272
237,Plainfield,2014,45148800.00 ,249.00 ,181320.00 ,3242.00 ,268
237,Plainfield,2015,45743800.00 ,246.00 ,185950.00 ,3315.00 ,267
237,Plainfield,2016,45646700.00 ,246.00 ,185556.00 ,3500.00 ,260
237,Plainfield,2017,45997500.00 ,249.00 ,184729.00 ,3595.00 ,
238,Plainville,2009,682806800.00 ,1872.00 ,364747.00 ,4337.00 ,109
238,Plainville,2010,662349300.00 ,1887.00 ,351007.00 ,4412.00 ,112
238,Plainville,2011,625436200.00 ,1905.00 ,328313.00 ,4455.00 ,118
238,Plainville,2012,629381200.00 ,1910.00 ,329519.00 ,4610.00 ,118
238,Plainville,2013,606380700.00 ,1919.00 ,315988.00 ,4572.00 ,132
238,Plainville,2014,607553200.00 ,1920.00 ,316434.00 ,4734.00 ,130
238,Plainville,2015,612511200.00 ,1924.00 ,318353.00 ,4909.00 ,135
238,Plainville,2016,658520200.00 ,1932.00 ,340849.00 ,5055.00 ,134
238,Plainville,2017,679126000.00 ,1939.00 ,350245.00 ,5254.00 ,
239,Plymouth,2009,6048291200.00 ,17631.00 ,343049.00 ,3798.00 ,151
239,Plymouth,2010,5560531300.00 ,17700.00 ,314154.00 ,3902.00 ,153
239,Plymouth,2011,5472713000.00 ,17770.00 ,307975.00 ,4016.00 ,152
239,Plymouth,2012,5514803300.00 ,17858.00 ,308814.00 ,4274.00 ,148
239,Plymouth,2013,5385840000.00 ,17935.00 ,300298.00 ,4333.00 ,149
239,Plymouth,2014,5408700400.00 ,18039.00 ,299834.00 ,4536.00 ,148
239,Plymouth,2015,5587507100.00 ,18157.00 ,307733.00 ,4782.00 ,143
239,Plymouth,2016,5715584600.00 ,18264.00 ,312943.00 ,5092.00 ,132
239,Plymouth,2017,5925737300.00 ,18394.00 ,322156.00 ,5341.00 ,
240,Plympton,2009,340508400.00 ,885.00 ,384755.00 ,4871.00 ,80
240,Plympton,2010,296413300.00 ,891.00 ,332675.00 ,4993.00 ,80
240,Plympton,2011,282205200.00 ,892.00 ,316374.00 ,5052.00 ,87
240,Plympton,2012,281742100.00 ,892.00 ,315854.00 ,5133.00 ,91
240,Plympton,2013,282802900.00 ,893.00 ,316689.00 ,5219.00 ,95
240,Plympton,2014,292543900.00 ,897.00 ,326136.00 ,5535.00 ,88
240,Plympton,2015,290299700.00 ,901.00 ,322197.00 ,5461.00 ,102
240,Plympton,2016,303302100.00 ,904.00 ,335511.00 ,5925.00 ,89
240,Plympton,2017,309375200.00 ,906.00 ,341474.00 ,6157.00 ,
241,Princeton,2009,428922500.00 ,1204.00 ,356248.00 ,4916.00 ,75
241,Princeton,2010,400262700.00 ,1205.00 ,332168.00 ,5109.00 ,75
241,Princeton,2011,369317200.00 ,1209.00 ,305473.00 ,4839.00 ,97
241,Princeton,2012,366189300.00 ,1210.00 ,302636.00 ,5096.00 ,94
241,Princeton,2013,366671400.00 ,1210.00 ,303034.00 ,5303.00 ,91
241,Princeton,2014,367783100.00 ,1211.00 ,303702.00 ,5236.00 ,101
241,Princeton,2015,367794700.00 ,1212.00 ,303461.00 ,5250.00 ,110
241,Princeton,2016,376479300.00 ,1213.00 ,310370.00 ,5525.00 ,108
241,Princeton,2017,376554400.00 ,1213.00 ,310432.00 ,5519.00 ,
242,Provincetown,2009,705115700.00 ,826.00 ,853651.00 ,4729.00 ,89
242,Provincetown,2010,660405900.00 ,829.00 ,796630.00 ,4875.00 ,89
242,Provincetown,2011,604418900.00 ,829.00 ,729094.00 ,4965.00 ,91
242,Provincetown,2012,628439100.00 ,834.00 ,753524.00 ,5425.00 ,81
242,Provincetown,2013,627369800.00 ,840.00 ,746869.00 ,5482.00 ,83
242,Provincetown,2014,681038200.00 ,843.00 ,807874.00 ,5857.00 ,76
242,Provincetown,2015,689521900.00 ,846.00 ,815038.00 ,6015.00 ,79
242,Provincetown,2016,727079000.00 ,848.00 ,857404.00 ,6688.00 ,68
242,Provincetown,2017,756822900.00 ,849.00 ,891429.00 ,6873.00 ,
243,Quincy,2009,4735975400.00 ,13641.00 ,347187.00 ,4375.00 ,106
243,Quincy,2010,4509846100.00 ,13635.00 ,330755.00 ,4373.00 ,115
243,Quincy,2011,4446485600.00 ,13649.00 ,325774.00 ,4372.00 ,123
243,Quincy,2012,4446877500.00 ,13656.00 ,325635.00 ,4477.00 ,132
243,Quincy,2013,4331189000.00 ,13661.00 ,317048.00 ,4597.00 ,128
243,Quincy,2014,4374662400.00 ,13666.00 ,320113.00 ,4757.00 ,128
243,Quincy,2015,4664308700.00 ,13672.00 ,341158.00 ,4981.00 ,126
243,Quincy,2016,5024790200.00 ,13673.00 ,367497.00 ,5277.00 ,123
243,Quincy,2017,5441035700.00 ,13675.00 ,397882.00 ,5638.00 ,
244,Randolph,2009,2060232400.00 ,7073.00 ,291281.00 ,3618.00 ,165
244,Randolph,2010,1890465800.00 ,7080.00 ,267015.00 ,3722.00 ,169
244,Randolph,2011,1794588200.00 ,7096.00 ,252901.00 ,3912.00 ,164
244,Randolph,2012,1786519900.00 ,7123.00 ,250810.00 ,4020.00 ,164
244,Randolph,2013,1678541065.00 ,7125.00 ,235585.00 ,4087.00 ,171
244,Randolph,2014,1665413072.00 ,7132.00 ,233513.00 ,4243.00 ,169
244,Randolph,2015,1741273078.00 ,7151.00 ,243501.00 ,4407.00 ,172
244,Randolph,2016,1866853280.00 ,7167.00 ,260479.00 ,4530.00 ,171
244,Randolph,2017,2069383446.00 ,7176.00 ,288376.00 ,4666.00 ,
245,Raynham,2009,1237409400.00 ,3510.00 ,352538.00 ,3938.00 ,141
245,Raynham,2010,1152819200.00 ,3532.00 ,326393.00 ,3946.00 ,149
245,Raynham,2011,1098560200.00 ,3543.00 ,310065.00 ,4204.00 ,140
245,Raynham,2012,1079247300.00 ,3561.00 ,303074.00 ,4316.00 ,144
245,Raynham,2013,1047958100.00 ,3580.00 ,292726.00 ,4291.00 ,155
245,Raynham,2014,1059492500.00 ,3603.00 ,294058.00 ,4534.00 ,149
245,Raynham,2015,1127818700.00 ,3641.00 ,309755.00 ,4721.00 ,148
245,Raynham,2016,1208399300.00 ,3657.00 ,330435.00 ,4950.00 ,143
245,Raynham,2017,1242855700.00 ,3692.00 ,336635.00 ,5060.00 ,
246,Reading,2009,2882787600.00 ,6501.00 ,443438.00 ,5858.00 ,50
246,Reading,2010,2816270800.00 ,6505.00 ,432939.00 ,5953.00 ,51
246,Reading,2011,2880796500.00 ,6508.00 ,442655.00 ,6109.00 ,50
246,Reading,2012,2895475600.00 ,6514.00 ,444500.00 ,6290.00 ,52
246,Reading,2013,2816675700.00 ,6516.00 ,432271.00 ,6458.00 ,54
246,Reading,2014,2910595200.00 ,6524.00 ,446137.00 ,6576.00 ,54
246,Reading,2015,3030633500.00 ,6528.00 ,464251.00 ,6824.00 ,54
246,Reading,2016,3266065400.00 ,6539.00 ,499475.00 ,7242.00 ,52
246,Reading,2017,3491464400.00 ,6544.00 ,533537.00 ,7486.00 ,
247,Rehoboth,2009,1448543000.00 ,3687.00 ,392878.00 ,3497.00 ,175
247,Rehoboth,2010,1445030200.00 ,3702.00 ,390338.00 ,3638.00 ,175
247,Rehoboth,2011,1379505300.00 ,3733.00 ,369543.00 ,3743.00 ,176
247,Rehoboth,2012,1321362300.00 ,3748.00 ,352551.00 ,3867.00 ,176
247,Rehoboth,2013,1275033200.00 ,3770.00 ,338205.00 ,3974.00 ,178
247,Rehoboth,2014,1240442400.00 ,3803.00 ,326175.00 ,4058.00 ,184
