JURISDICTIONCODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
171,Marshfield,2011,"44,215,437",0,"2,276,753","464,500","805,505","47,762,195",92.57,7.43
171,Marshfield,2012,"45,781,402",0,"2,395,298","480,331","811,823","49,468,854",92.55,7.45
171,Marshfield,2013,"47,206,437",0,"2,517,249","499,120","861,531","51,084,337",92.41,7.59
171,Marshfield,2014,"51,317,622",0,"2,729,677","594,284","934,642","55,576,225",92.34,7.66
171,Marshfield,2015,"52,856,349",0,"2,971,202","625,439","944,799","57,397,789",92.09,7.91
171,Marshfield,2016,"55,958,675",0,"3,115,739","672,308","1,037,479","60,784,201",92.06,7.94
172,Mashpee,2009,"31,862,022","22,982","2,342,704","195,501","442,538","34,865,747",91.45,8.55
172,Mashpee,2010,"33,309,187","22,007","2,483,246","209,805","407,258","36,431,503",91.49,8.51
172,Mashpee,2011,"34,111,206","15,372","2,472,875","199,744","486,402","37,285,599",91.53,8.47
172,Mashpee,2012,"34,666,651","15,291","2,494,763","208,918","487,615","37,873,238",91.57,8.43
172,Mashpee,2013,"36,593,522","16,340","2,582,610","222,416","502,623","39,917,511",91.71,8.29
172,Mashpee,2014,"37,101,199","16,734","2,655,485","213,307","496,409","40,483,134",91.69,8.31
172,Mashpee,2015,"38,204,826","15,625","2,745,421","234,342","507,954","41,708,168",91.64,8.36
172,Mashpee,2016,"39,302,666","15,767","3,059,998","363,329","532,670","43,274,430",90.86,9.14
173,Mattapoisett,2009,"15,736,783",0,"744,285","153,713","243,069","16,877,850",93.24,6.76
173,Mattapoisett,2010,"16,265,494",0,"771,280","166,940","272,790","17,476,504",93.07,6.93
173,Mattapoisett,2011,"16,691,280",0,"798,950","172,084","300,382","17,962,696",92.92,7.08
173,Mattapoisett,2012,"17,152,662",0,"831,076","156,745","310,720","18,451,203",92.96,7.04
173,Mattapoisett,2013,"17,703,632",0,"803,843","162,607","335,356","19,005,438",93.15,6.85
173,Mattapoisett,2014,"18,257,610",0,"873,259","168,433","335,210","19,634,512",92.99,7.01
173,Mattapoisett,2015,"18,930,845",0,"776,144","158,809","329,622","20,195,420",93.74,6.26
173,Mattapoisett,2016,"19,538,245",0,"785,598","175,279","376,682","20,875,804",93.59,6.41
174,Maynard,2009,"16,845,272","71,138","1,650,762","1,967,193","735,622","21,269,987",79.53,20.47
174,Maynard,2010,"17,711,760",0,"1,780,763","2,158,385","751,915","22,402,823",79.06,20.94
174,Maynard,2011,"18,877,827",0,"1,710,391","1,775,422","784,286","23,147,926",81.55,18.45
174,Maynard,2012,"19,736,718",0,"1,726,090","1,691,754","755,150","23,909,712",82.55,17.45
174,Maynard,2013,"20,909,106",0,"1,829,998","1,842,292","821,807","25,403,203",82.31,17.69
174,Maynard,2014,"21,990,344",0,"1,956,693","1,773,625","901,523","26,622,185",82.60,17.40
174,Maynard,2015,"22,997,216",0,"1,842,091","1,733,075","863,406","27,435,788",83.82,16.18
174,Maynard,2016,"23,899,792",0,"1,923,764","1,685,174","849,418","28,358,148",84.28,15.72
175,Medfield,2009,"30,188,190",0,"925,103","360,985","406,788","31,881,066",94.69,5.31
175,Medfield,2010,"30,822,107",0,"975,265","381,218","457,983","32,636,573",94.44,5.56
175,Medfield,2011,"31,808,577",0,"1,016,942","408,765","502,276","33,736,560",94.29,5.71
175,Medfield,2012,"33,151,469",0,"1,076,660","424,823","521,352","35,174,304",94.25,5.75
175,Medfield,2013,"33,397,028",0,"1,122,859","430,160","509,363","35,459,410",94.18,5.82
175,Medfield,2014,"34,754,178",0,"1,152,553","427,088","519,763","36,853,582",94.30,5.70
175,Medfield,2015,"36,220,041",0,"1,172,564","424,762","502,986","38,320,353",94.52,5.48
175,Medfield,2016,"39,339,904",0,"1,317,029","451,342","519,069","41,627,344",94.50,5.50
176,Medford,2009,"61,046,293",0,"13,405,348","1,939,668","2,109,069","78,500,378",77.77,22.23
176,Medford,2010,"62,715,235",0,"14,505,283","2,030,217","2,328,348","81,579,083",76.88,23.12
176,Medford,2011,"64,616,047",0,"14,954,181","2,143,391","2,630,923","84,344,542",76.61,23.39
176,Medford,2012,"67,145,187",0,"14,820,359","2,196,766","2,843,087","87,005,399",77.17,22.83
176,Medford,2013,"69,317,296",0,"15,236,198","2,275,292","3,099,297","89,928,083",77.08,22.92
176,Medford,2014,"72,646,653",0,"15,191,060","2,229,905","2,937,116","93,004,734",78.11,21.89
176,Medford,2015,"76,452,579",0,"14,913,063","2,219,187","2,861,839","96,446,668",79.27,20.73
176,Medford,2016,"79,603,753",0,"16,120,419","2,147,455","2,957,308","100,828,935",78.95,21.05
177,Medway,2009,"22,943,700",0,"1,052,982","935,263","971,729","25,903,674",88.57,11.43
177,Medway,2010,"23,460,897",0,"1,135,808","952,996","1,143,844","26,693,545",87.89,12.11
177,Medway,2011,"23,996,191",0,"1,193,981","999,977","1,272,679","27,462,828",87.38,12.62
177,Medway,2012,"24,586,940",0,"1,269,861","980,863","1,564,931","28,402,595",86.57,13.43
177,Medway,2013,"25,579,647",0,"1,328,242","1,029,344","1,659,491","29,596,724",86.43,13.57
177,Medway,2014,"26,136,673",0,"1,342,775","1,104,287","2,331,052","30,914,787",84.54,15.46
177,Medway,2015,"26,748,441",0,"1,407,854","1,054,252","2,340,147","31,550,694",84.78,15.22
177,Medway,2016,"27,708,798",0,"1,429,866","1,097,080","2,509,255","32,744,999",84.62,15.38
178,Melrose,2009,"38,396,244",0,"2,286,274","336,048","938,868","41,957,434",91.51,8.49
178,Melrose,2010,"39,942,033",0,"2,378,060","319,975","1,136,149","43,776,217",91.24,8.76
178,Melrose,2011,"41,174,700",0,"2,437,712","315,936","1,194,253","45,122,601",91.25,8.75
178,Melrose,2012,"42,424,245",0,"2,453,507","343,896","1,274,775","46,496,423",91.24,8.76
178,Melrose,2013,"43,742,186",0,"2,557,367","357,485","1,356,301","48,013,339",91.10,8.90
178,Melrose,2014,"45,493,992",0,"2,581,414","406,887","1,256,937","49,739,230",91.47,8.53
178,Melrose,2015,"47,159,293",0,"2,644,142","387,768","1,304,740","51,495,943",91.58,8.42
178,Melrose,2016,"49,021,157",0,"2,636,237","395,780","1,351,365","53,404,539",91.79,8.21
179,Mendon,2009,"9,277,813",0,"563,127","57,968","305,588","10,204,496",90.92,9.08
179,Mendon,2010,"9,354,287",0,"594,522","58,875","332,247","10,339,931",90.47,9.53
179,Mendon,2011,"9,792,875",0,"710,512","63,524","410,190","10,977,101",89.21,10.79
179,Mendon,2012,"10,269,698",0,"749,098","66,602","420,257","11,505,655",89.26,10.74
179,Mendon,2013,"10,621,703",0,"786,811","69,356","466,204","11,944,074",88.93,11.07
179,Mendon,2014,"10,870,984",0,"837,915","67,460","540,130","12,316,489",88.26,11.74
179,Mendon,2015,"11,386,103",0,"858,681","56,454","582,845","12,884,083",88.37,11.63
179,Mendon,2016,"12,853,932",0,"945,246","61,293","695,378","14,555,849",88.31,11.69
180,Merrimac,2009,"8,443,033",0,"229,260","102,613","82,922","8,857,828",95.32,4.68
180,Merrimac,2010,"8,980,510",0,"254,592","104,040","87,896","9,427,038",95.26,4.74
180,Merrimac,2011,"9,184,153",0,"271,215","110,273","112,771","9,678,412",94.89,5.11
180,Merrimac,2012,"9,442,558",0,"300,199","119,697","118,887","9,981,341",94.60,5.40
180,Merrimac,2013,"9,697,804",0,"303,971","114,743","131,077","10,247,595",94.63,5.37
180,Merrimac,2014,"10,046,312",0,"311,393","114,943","123,160","10,595,808",94.81,5.19
180,Merrimac,2015,"10,428,565",0,"317,772","114,778","117,902","10,979,017",94.99,5.01
180,Merrimac,2016,"10,875,157",0,"333,270","118,846","132,543","11,459,816",94.90,5.10
181,Methuen,2009,"45,462,614",0,"8,166,527","3,407,601","2,776,408","59,813,150",76.01,23.99
181,Methuen,2010,"46,269,183",0,"8,311,461","3,420,018","3,296,826","61,297,488",75.48,24.52
181,Methuen,2011,"46,852,257",0,"8,491,270","3,459,230","3,385,461","62,188,218",75.34,24.66
181,Methuen,2012,"48,646,805",0,"9,156,562","3,312,738","3,452,217","64,568,322",75.34,24.66
181,Methuen,2013,"51,323,140",0,"9,616,011","3,493,630","3,691,129","68,123,910",75.34,24.66
181,Methuen,2014,"53,534,541",0,"10,041,907","3,637,000","3,847,592","71,061,040",75.34,24.66
181,Methuen,2015,"56,940,407",0,"10,833,260","3,796,463","4,009,427","75,579,557",75.34,24.66
181,Methuen,2016,"60,022,994",0,"11,485,348","3,972,812","4,193,633","79,674,787",75.33,24.67
182,Middleborough,2009,"23,410,840",0,"3,684,038","650,503","664,783","28,410,164",82.40,17.60
182,Middleborough,2010,"24,214,238",0,"4,032,433","740,175","677,296","29,664,142",81.63,18.37
182,Middleborough,2011,"24,742,452",0,"4,386,535","873,571","829,671","30,832,229",80.25,19.75
182,Middleborough,2012,"25,400,753",0,"4,764,021","933,415","850,778","31,948,967",79.50,20.50
182,Middleborough,2013,"26,016,922",0,"5,235,625","999,619","927,111","33,179,277",78.41,21.59
182,Middleborough,2014,"27,183,240",0,"5,318,454","1,043,891","1,012,836","34,558,421",78.66,21.34
182,Middleborough,2015,"28,412,949",0,"5,331,241","1,048,627","986,382","35,779,199",79.41,20.59
182,Middleborough,2016,"28,924,791",0,"6,147,989","1,074,828","995,616","37,143,224",77.87,22.13
183,Middlefield,2009,"924,250",0,"31,818",402,"43,201","999,671",92.46,7.54
183,Middlefield,2010,"972,559",0,"41,575",426,"46,292","1,060,852",91.68,8.32
183,Middlefield,2011,"907,521",0,"44,334",376,"42,446","994,677",91.24,8.76
183,Middlefield,2012,"937,029",0,"48,499",390,"45,563","1,031,481",90.84,9.16
183,Middlefield,2013,"958,250",0,"49,409",399,"46,701","1,054,759",90.85,9.15
183,Middlefield,2014,"1,053,732",0,"46,803",430,"47,872","1,148,837",91.72,8.28
183,Middlefield,2015,"1,046,318",0,"45,173",431,"50,141","1,142,063",91.62,8.38
183,Middlefield,2016,"1,071,087",0,"45,963",441,"51,596","1,169,087",91.62,8.38
184,Middleton,2009,"15,083,493",0,"2,178,274","592,731","489,985","18,344,483",82.22,17.78
184,Middleton,2010,"15,018,148",0,"2,330,695","705,417","599,004","18,653,264",80.51,19.49
184,Middleton,2011,"15,744,678",0,"2,347,635","694,856","561,650","19,348,819",81.37,18.63
184,Middleton,2012,"16,611,064",0,"2,269,806","744,435","593,715","20,219,020",82.16,17.84
184,Middleton,2013,"17,647,251",0,"2,302,688","779,357","598,634","21,327,930",82.74,17.26
184,Middleton,2014,"18,618,038",0,"2,461,596","797,146","650,611","22,527,391",82.65,17.35
184,Middleton,2015,"19,501,115",0,"2,505,613","793,729","648,241","23,448,698",83.17,16.83
184,Middleton,2016,"20,611,954",0,"2,604,900","835,653","665,757","24,718,264",83.39,16.61
185,Milford,2009,"32,827,222",0,"8,324,552","4,680,203","2,329,014","48,160,991",68.16,31.84
185,Milford,2010,"34,117,175",0,"8,773,569","4,767,565","2,363,835","50,022,144",68.20,31.80
185,Milford,2011,"34,523,141",0,"9,131,048","4,816,831","2,728,153","51,199,173",67.43,32.57
185,Milford,2012,"35,250,937",0,"9,592,288","5,311,057","2,863,381","53,017,663",66.49,33.51
185,Milford,2013,"36,369,065",0,"9,885,697","5,453,360","3,117,611","54,825,733",66.34,33.66
185,Milford,2014,"37,157,033",0,"10,378,775","6,092,420","3,233,918","56,862,146",65.35,34.65
185,Milford,2015,"38,920,725",0,"10,541,929","6,124,015","3,152,649","58,739,318",66.26,33.74
185,Milford,2016,"40,000,087",0,"10,704,636","6,147,942","3,235,575","60,088,240",66.57,33.43
186,Millbury,2009,"14,071,204",0,"1,860,597","705,107","928,573","17,565,481",80.11,19.89
186,Millbury,2010,"14,680,820",0,"2,129,538","818,505","1,012,209","18,641,072",78.76,21.24
186,Millbury,2011,"14,802,822",0,"2,299,704","877,039","1,104,735","19,084,300",77.57,22.43
186,Millbury,2012,"15,157,451",0,"2,314,979","899,069","1,279,141","19,650,640",77.13,22.87
186,Millbury,2013,"15,704,133",0,"2,409,885","911,896","1,421,286","20,447,200",76.80,23.20
186,Millbury,2014,"16,361,468",0,"2,532,871","928,395","1,491,712","21,314,446",76.76,23.24
186,Millbury,2015,"17,305,653",0,"2,515,682","867,893","1,647,781","22,337,009",77.48,22.52
186,Millbury,2016,"17,586,341",0,"2,522,829","874,047","1,989,304","22,972,521",76.55,23.45
187,Millis,2009,"13,370,196",0,"885,695","240,969","320,389","14,817,249",90.23,9.77
187,Millis,2010,"13,113,180",0,"894,758","233,102","301,320","14,542,360",90.17,9.83
187,Millis,2011,"13,754,797",0,"981,509","262,353","343,999","15,342,658",89.65,10.35
187,Millis,2012,"13,814,260",0,"991,341","263,007","350,525","15,419,133",89.59,10.41
187,Millis,2013,"14,616,843",0,"1,056,961","278,072","376,461","16,328,337",89.52,10.48
187,Millis,2014,"15,434,368",0,"1,099,946","289,972","389,785","17,214,071",89.66,10.34
187,Millis,2015,"16,020,634",0,"1,158,849","298,457","363,803","17,841,743",89.79,10.21
187,Millis,2016,"16,719,441",0,"1,197,924","299,167","373,896","18,590,428",89.94,10.06
188,Millville,2009,"3,463,369",0,"48,286","28,030","123,004","3,662,689",94.56,5.44
188,Millville,2010,"3,575,527",0,"50,246","28,770","126,448","3,780,991",94.57,5.43
188,Millville,2011,"3,493,179",0,"54,851","30,817","150,407","3,729,254",93.67,6.33
188,Millville,2012,"3,596,978",0,"60,659","30,262","161,129","3,849,028",93.45,6.55
188,Millville,2013,"3,781,477",0,"69,041","32,227","174,667","4,057,412",93.20,6.80
188,Millville,2014,"3,891,246",0,"78,822","33,678","192,153","4,195,899",92.74,7.26
188,Millville,2015,"4,028,516",0,"81,070","34,489","205,415","4,349,490",92.62,7.38
188,Millville,2016,"4,237,009",0,"79,637","34,965","210,558","4,562,169",92.87,7.13
189,Milton,2009,"50,891,493",0,"1,840,024","90,560","993,669","53,815,746",94.57,5.43
189,Milton,2010,"56,597,486",0,"2,116,074","99,020","1,306,901","60,119,481",94.14,5.86
189,Milton,2011,"58,031,519",0,"2,161,611","94,040","1,514,489","61,801,659",93.90,6.10
189,Milton,2012,"59,654,558",0,"2,193,808","91,432","1,590,539","63,530,337",93.90,6.10
189,Milton,2013,"60,899,835",0,"2,330,708","91,810","1,642,024","64,964,377",93.74,6.26
189,Milton,2014,"63,069,824",0,"2,367,069","93,561","1,626,323","67,156,777",93.91,6.09
189,Milton,2015,"63,963,387",0,"2,444,312","95,964","1,631,018","68,134,681",93.88,6.12
189,Milton,2016,"66,762,987",0,"2,547,367","96,960","1,764,195","71,171,509",93.81,6.19
190,Monroe,2009,"119,910",0,"10,766","296,840","67,658","495,174",24.22,75.78
190,Monroe,2010,"113,602",0,"12,025","269,533","74,078","469,238",24.21,75.79
190,Monroe,2011,"113,425",0,"12,131","262,410","72,377","460,343",24.64,75.36
190,Monroe,2012,"117,852",0,"12,601","279,184","77,079","486,716",24.21,75.79
190,Monroe,2013,"129,949",0,"14,045","302,444","90,391","536,829",24.21,75.79
190,Monroe,2014,"123,183",0,"13,315","284,592","87,166","508,256",24.24,75.76
190,Monroe,2015,"119,606",0,"10,137","299,709","64,722","494,174",24.20,75.80
190,Monroe,2016,"114,603",0,"9,636","287,866","61,408","473,513",24.20,75.80
191,Monson,2009,"9,295,716",0,"318,554","117,980","320,540","10,052,790",92.47,7.53
191,Monson,2010,"9,574,997",0,"332,732","124,784","339,003","10,371,516",92.32,7.68
191,Monson,2011,"9,859,028",0,"344,498","130,964","383,685","10,718,175",91.98,8.02
191,Monson,2012,"10,020,269",0,"342,419","137,381","410,157","10,910,226",91.84,8.16
191,Monson,2013,"10,340,884",0,"356,404","140,007","452,924","11,290,219",91.59,8.41
191,Monson,2014,"10,662,334",0,"362,875","165,064","503,378","11,693,651",91.18,8.82
191,Monson,2015,"11,018,563",0,"371,375","202,053","531,040","12,123,031",90.89,9.11
191,Monson,2016,"11,376,747",0,"381,174","211,698","583,200","12,552,819",90.63,9.37
192,Montague,2009,"7,948,201","57,391","724,215","1,711,742","805,737","11,247,286",71.18,28.82
192,Montague,2010,"8,079,102",0,"737,225","2,368,506","687,330","11,872,163",68.05,31.95
192,Montague,2011,"8,505,402",0,"805,776","2,531,962","881,568","12,724,708",66.84,33.16
192,Montague,2012,"8,736,800",0,"844,765","2,643,173","921,396","13,146,134",66.46,33.54
192,Montague,2013,"9,042,581",0,"871,030","2,797,555","907,028","13,618,194",66.40,33.60
192,Montague,2014,"8,687,488",0,"834,247","3,445,061","1,395,895","14,362,691",60.49,39.51
192,Montague,2015,"8,973,302",0,"853,628","3,556,893","1,440,163","14,823,986",60.53,39.47
192,Montague,2016,"9,298,056",0,"862,714","3,653,818","1,490,781","15,305,369",60.75,39.25
193,Monterey,2009,"2,451,005",0,"45,876","1,013","35,813","2,533,707",96.74,3.26
193,Monterey,2010,"2,542,188",0,"53,485","1,040","37,853","2,634,566",96.49,3.51
193,Monterey,2011,"2,517,523",0,"54,208","1,026","37,312","2,610,069",96.45,3.55
193,Monterey,2012,"2,542,325",0,"54,173",910,"38,603","2,636,011",96.45,3.55
193,Monterey,2013,"2,699,771",0,"58,416",965,"44,243","2,803,395",96.30,3.70
193,Monterey,2014,"2,943,176",0,"62,360","1,052","48,447","3,055,035",96.34,3.66
193,Monterey,2015,"2,860,459",0,"60,114","2,729","51,024","2,974,326",96.17,3.83
193,Monterey,2016,"3,033,330",0,"60,556","3,661","54,162","3,151,709",96.24,3.76
194,Montgomery,2009,"1,213,628",0,"24,449","6,011","22,505","1,266,593",95.82,4.18
194,Montgomery,2010,"1,228,679",0,"23,921","8,013","22,696","1,283,309",95.74,4.26
194,Montgomery,2011,"1,312,352",0,"21,161","7,051","25,204","1,365,768",96.09,3.91
194,Montgomery,2012,"1,357,288",0,"20,943","7,129","30,771","1,416,131",95.84,4.16
194,Montgomery,2013,"1,390,974",0,"21,960","8,793","31,684","1,453,411",95.70,4.30
194,Montgomery,2014,"1,430,677",0,"18,553","8,912","33,071","1,491,213",95.94,4.06
194,Montgomery,2015,"1,462,714",0,"18,521","9,026","35,645","1,525,906",95.86,4.14
194,Montgomery,2016,"1,440,526",0,"18,091","8,950","35,154","1,502,721",95.86,4.14
195,Mount Washington,2009,"423,417",0,97,"4,676","8,491","436,681",96.96,3.04
195,Mount Washington,2010,"434,736",0,236,"4,087","9,027","448,086",97.02,2.98
195,Mount Washington,2011,"435,121",0,160,"3,523","8,811","447,615",97.21,2.79
195,Mount Washington,2012,"459,404",0,144,"3,814","9,895","473,257",97.07,2.93
195,Mount Washington,2013,"478,367",0,136,"3,943","10,036","492,482",97.13,2.87
195,Mount Washington,2014,"460,434",0,"1,529","2,352","10,102","474,417",97.05,2.95
195,Mount Washington,2015,"468,725",0,"1,557","2,381","10,309","482,972",97.05,2.95
195,Mount Washington,2016,"487,914",0,"1,634","2,697","10,475","502,720",97.05,2.95
196,Nahant,2009,"6,937,860",0,"130,741","2,899","140,881","7,212,381",96.19,3.81
196,Nahant,2010,"7,037,732",0,"137,064","2,584","156,271","7,333,651",95.96,4.04
196,Nahant,2011,"7,197,259",0,"129,246","2,608","179,649","7,508,762",95.85,4.15
196,Nahant,2012,"7,392,568",0,"133,739","2,751","185,234","7,714,292",95.83,4.17
196,Nahant,2013,"7,551,064",0,"137,771","2,801","202,833","7,894,469",95.65,4.35
196,Nahant,2014,"7,748,331",0,"141,547","2,877","209,058","8,101,813",95.64,4.36
196,Nahant,2015,"7,921,140",0,"146,923","3,112","214,001","8,285,176",95.61,4.39
196,Nahant,2016,"8,151,101",0,"146,852","3,312","213,882","8,515,147",95.72,4.28
197,Nantucket,2009,"51,085,440","74,593","5,964,360","364,053","1,021,696","58,510,142",87.44,12.56
197,Nantucket,2010,"53,597,537","44,065","6,269,759","327,458","1,094,777","61,333,596",87.46,12.54
197,Nantucket,2011,"54,127,313","41,562","7,167,045","359,950","1,344,280","63,040,150",85.93,14.07
197,Nantucket,2012,"53,660,910","76,032","6,835,572","346,955","1,355,275","62,274,744",86.29,13.71
197,Nantucket,2013,"55,805,960","78,723","6,069,084","327,931","1,336,576","63,618,274",87.84,12.16
197,Nantucket,2014,"56,629,540","41,259","6,272,932","324,454","1,378,854","64,647,039",87.66,12.34
197,Nantucket,2015,"58,487,997","40,242","6,022,746","316,558","1,462,409","66,329,952",88.24,11.76
197,Nantucket,2016,"61,994,362","36,918","5,922,606","302,616","1,379,872","69,636,374",89.08,10.92
198,Natick,2009,"56,446,713",0,"14,612,120","700,975","1,268,159","73,027,967",77.29,22.71
198,Natick,2010,"58,645,346",0,"16,238,181","757,916","1,329,630","76,971,073",76.19,23.81
198,Natick,2011,"60,902,611",0,"16,590,019","739,657","1,412,910","79,645,197",76.47,23.53
198,Natick,2012,"66,253,864",0,"17,848,195","786,706","1,566,553","86,455,318",76.63,23.37
198,Natick,2013,"68,531,970",0,"18,516,957","576,654","1,697,864","89,323,445",76.72,23.28
198,Natick,2014,"71,920,375",0,"19,283,131","517,359","1,715,801","93,436,666",76.97,23.03
198,Natick,2015,"74,700,994",0,"19,607,559","529,412","1,692,646","96,530,611",77.39,22.61
198,Natick,2016,"77,487,886",0,"19,949,762","542,378","1,837,017","99,817,043",77.63,22.37
199,Needham,2009,"63,779,919",0,"12,914,270","2,597,144","2,634,318","81,925,651",77.85,22.15
199,Needham,2010,"68,322,324",0,"13,723,527","2,694,575","3,091,700","87,832,126",77.79,22.21
199,Needham,2011,"71,793,779",0,"14,946,375","2,744,847","3,586,745","93,071,746",77.14,22.86
199,Needham,2012,"74,902,426",0,"15,283,199","2,606,690","3,454,136","96,246,451",77.82,22.18
199,Needham,2013,"78,219,084",0,"15,594,044","2,686,193","3,942,950","100,442,271",77.87,22.13
199,Needham,2014,"81,523,133",0,"17,047,458","3,252,513","4,185,010","106,008,114",76.90,23.10
199,Needham,2015,"86,092,739",0,"19,769,626","3,359,841","4,081,554","113,303,760",75.98,24.02
199,Needham,2016,"89,925,393",0,"20,295,616","3,490,525","5,580,330","119,291,864",75.38,24.62
200,New Ashford,2009,"221,245","4,257","86,753","2,998","21,024","336,277",67.06,32.94
200,New Ashford,2010,"232,759","4,168","96,702","3,373","23,867","360,869",65.65,34.35
200,New Ashford,2011,"248,377","4,386","88,578","3,098","21,554","365,993",69.06,30.94
200,New Ashford,2012,"281,379","4,955","65,406","3,665","24,166","379,571",75.44,24.56
200,New Ashford,2013,"291,279","5,134","68,275","3,797","24,634","393,119",75.40,24.60
200,New Ashford,2014,"260,715","4,596","69,458","4,318","24,652","363,739",72.94,27.06
200,New Ashford,2015,"257,090","4,428","58,900","3,666","22,477","346,561",75.46,24.54
200,New Ashford,2016,"257,634","4,406","58,777","3,666","21,504","345,987",75.74,24.26
201,New Bedford,2009,"62,948,451",0,"15,021,400","6,882,397","3,945,061","88,797,309",70.89,29.11
201,New Bedford,2010,"64,766,528",0,"16,056,629","6,972,203","4,353,368","92,148,728",70.28,29.72
201,New Bedford,2011,"63,123,965",0,"17,369,164","7,525,097","5,141,972","93,160,198",67.76,32.24
201,New Bedford,2012,"62,818,432",0,"18,302,897","7,844,582","5,427,581","94,393,492",66.55,33.45
201,New Bedford,2013,"62,791,954",0,"18,777,451","8,216,217","5,432,881","95,218,503",65.95,34.05
201,New Bedford,2014,"62,614,640",0,"19,269,532","8,679,012","6,120,743","96,683,927",64.76,35.24
201,New Bedford,2015,"65,429,691",0,"20,709,844","9,144,543","6,312,032","101,596,110",64.40,35.60
201,New Bedford,2016,"69,842,107",0,"22,678,637","9,790,229","6,928,645","109,239,618",63.93,36.07
202,New Braintree,2009,"1,459,757",0,"56,090",834,"33,601","1,550,282",94.16,5.84
202,New Braintree,2010,"1,497,992",0,"59,393",603,"34,588","1,592,576",94.06,5.94
202,New Braintree,2011,"1,546,339",0,"69,770",0,"37,437","1,653,546",93.52,6.48
202,New Braintree,2012,"1,566,997",0,"62,389",60,"40,809","1,670,255",93.82,6.18
202,New Braintree,2013,"1,653,161",0,"67,795",57,"40,335","1,761,348",93.86,6.14
202,New Braintree,2014,"1,694,987",0,"67,367",59,"39,773","1,802,186",94.05,5.95
202,New Braintree,2015,"1,694,684",0,"65,797",58,"37,789","1,798,328",94.24,5.76
202,New Braintree,2016,"1,723,574",0,"68,160",63,"36,099","1,827,896",94.29,5.71
203,New Marlborough,2009,"3,391,560",0,"156,842","15,539","46,448","3,610,389",93.94,6.06
203,New Marlborough,2010,"3,484,376",0,"161,550","15,825","48,257","3,710,008",93.92,6.08
203,New Marlborough,2011,"3,614,349",0,"163,862","16,278","50,542","3,845,031",94,6
203,New Marlborough,2012,"3,763,747",0,"167,084","16,912","51,242","3,998,985",94.12,5.88
203,New Marlborough,2013,"3,982,368",0,"175,809","18,526","50,671","4,227,374",94.20,5.80
203,New Marlborough,2014,"4,132,130",0,"170,894","22,914","46,224","4,372,162",94.51,5.49
203,New Marlborough,2015,"4,250,422",0,"180,609","23,615","46,801","4,501,447",94.42,5.58
203,New Marlborough,2016,"4,401,641",0,"187,268","24,518","45,114","4,658,541",94.49,5.51
204,New Salem,2009,"1,366,572","3,773","21,506","5,656","37,356","1,434,863",95.50,4.50
204,New Salem,2010,"1,407,391","3,245","22,827","5,816","42,454","1,481,733",95.20,4.80
204,New Salem,2011,"1,461,744","3,358","24,014","6,249","58,500","1,553,865",94.29,5.71
204,New Salem,2012,"1,478,923","3,537","24,373","6,543","98,504","1,611,880",91.97,8.03
204,New Salem,2013,"1,533,577","4,120","27,658","14,274","89,922","1,669,551",92.10,7.90
204,New Salem,2014,"1,603,149","4,544","28,662","14,975","113,833","1,765,163",91.08,8.92
204,New Salem,2015,"1,642,812","4,712","26,188","15,310","119,171","1,808,193",91.11,8.89
204,New Salem,2016,"1,666,162","4,706","29,928","17,261","142,233","1,860,290",89.82,10.18
205,Newbury,2009,"11,901,382",0,"362,516","30,228","151,171","12,445,297",95.63,4.37
205,Newbury,2010,"12,445,180",0,"378,184","28,948","166,693","13,019,005",95.59,4.41
205,Newbury,2011,"12,522,419",0,"393,892","30,510","172,814","13,119,635",95.45,4.55
205,Newbury,2012,"12,678,391",0,"409,668","32,821","199,722","13,320,602",95.18,4.82
205,Newbury,2013,"13,005,529",0,"416,887","32,281","202,681","13,657,378",95.23,4.77
205,Newbury,2014,"13,321,521",0,"411,670","30,364","205,052","13,968,607",95.37,4.63
205,Newbury,2015,"13,809,934",0,"414,448","31,552","194,401","14,450,335",95.57,4.43
205,Newbury,2016,"14,349,927",0,"420,808","33,614","197,630","15,001,979",95.65,4.35
206,Newburyport,2009,"32,597,425","3,666","2,961,034","1,849,486","596,902","38,008,513",85.77,14.23
206,Newburyport,2010,"33,446,659","3,911","3,231,576","1,934,525","673,933","39,290,604",85.14,14.86
206,Newburyport,2011,"34,700,578","2,744","3,212,179","1,936,975","722,822","40,575,298",85.53,14.47
206,Newburyport,2012,"35,927,774","2,811","3,371,513","2,045,322","759,582","42,107,002",85.33,14.67
206,Newburyport,2013,"37,078,857","2,817","3,472,036","2,063,416","737,342","43,354,468",85.53,14.47
206,Newburyport,2014,"40,045,477","2,695","3,692,062","2,217,661","659,907","46,617,802",85.91,14.09
206,Newburyport,2015,"41,682,144","2,785","3,668,268","2,156,318","622,114","48,131,629",86.61,13.39
206,Newburyport,2016,"43,821,528","2,946","3,764,694","2,176,269","649,661","50,415,098",86.93,13.07
207,Newton,2009,"185,846,467",0,"31,211,463","2,772,712","5,065,867","224,896,509",82.64,17.36
207,Newton,2010,"191,384,572",0,"33,298,008","2,974,046","5,643,658","233,300,284",82.03,17.97
207,Newton,2011,"197,438,985",0,"35,164,961","3,064,699","6,039,209","241,707,854",81.68,18.32
